futurelearn-12,futurelearn,national yang ming chiao tung university,fall in love with mandarin,https://www.futurelearn.com/courses/fall-in-love-with-mandarin,course,learn everyday chinese mandarin and discover taiwanese culture in the process.,4.4,5,59,introductory,4 weeks,apply basic mandarin/chinese vocabulary and sentence in a range of everyday situations. - discuss daily situations and needs in mandarin/chinese - improve your communication skills in mandarin/chinese - explore the culture of taiwan,this course is aimed at anyone interested in learning mandarin or the culture and lifestyle of the people of taiwan or wanting to take a chinese language and culture course.,paid 
futurelearn-13,futurelearn,the university of kent,understanding autism,https://www.futurelearn.com/courses/autism,course,understand more about autistic people from autistic perspectives with this cpd-certified course.,4.7,5,1036,introductory,4 weeks,investigate autistic differences - identify differences in social communication skills and understand why these differences occur - summarise knowledge of sensory experiences and repetitive behaviours - explain why many autistic people have co-occurring conditions - identify the strengths and difficulties experienced by autistic people - explore and discuss lived experiences of autistic people,you don’t need any prior experience or qualifications to do this course but it might be of interest to practitioners in the field of autism healthcare workers autistic people and parents or carers.,paid 
futurelearn-14,futurelearn,the university of nottingham british library &amp; university of birmingham,learning from the past: a guide for the curious researcher,https://www.futurelearn.com/courses/learning-from-the-past,course,learn how to understand the past to explain the present and get to know the amazing sources and resources of the british library.,4.4,5,153,none,3 weeks,develop a research project on a topic of your choice - assess the relevant scholarship and existing research - collect and evaluate relevant primary sources from a variety of genres (written text images/photos oral history recorded sound web archive) - debate your research plan with educators and other learners be inspired by their ideas - evaluate how history influences the contemporary world,no prior knowledge or training is needed. this course is for people who are interested in how history informs the ways in which we view the world today or are already using records to find out about the past. you may be thinking about starting a postgraduate course want to find out more about a specialist interest or are working on a family or local history project.,paid 
futurelearn-15,futurelearn,the university of sheffield,how to succeed at: interviews,https://www.futurelearn.com/courses/interviews,course,this three week course provides the tools you need to succeed at interviews and land your dream job or course place.,4.7,5,499,none,3 weeks,improve your chances of success in getting a job or securing a place on a university course - apply best practice techniques to enable you to tackle interviews for jobs apprenticeships placements and university courses more effectively - identify what recruiters are looking for by researching an organisation or institution thoroughly and identifying what skills and attributes recruiters might be looking for - identify what questions you may be asked at interview and how to approach answering different types of interview questions - develop a better understanding of your strengths skills and key selling points to tackle interviews with confidence - develop an understanding of different types of interviews from telephone and video interviews to non-standard interviews and how to tackle them,this course is designed for anyone applying for jobs or courses. it will be of particular interest to those in the early stages of their career or those who are out of practice and need to update their skills. no prior knowledge or expertise are needed.,paid 
futurelearn-16,futurelearn,the university of sheffield,how to succeed at: writing applications,https://www.futurelearn.com/courses/writing-applications,course,this free three week course will help you produce a perfect cv application and online profile when applying for a job or course.,4.7,5,402,none,3 weeks,improve your chances of success in getting a job or securing a place on a university course - apply best practice techniques when applying for jobs apprenticeships placements and university courses from preparing to apply to writing cvs and completing application forms - identify what recruiters are looking for by analysing job adverts and researching employers and institutions to find out how to adapt your offer to suit their requirements - develop a better understanding of your strengths and skills to tackle applying for your dream job or course with confidence - improve the way you promote yourself effectively through positive writing and a strong personal brand creating an identity that looks impressive to a recruiter whether that's an employer or admissions tutor,this course is designed for anyone applying for jobs or courses. it will be of particular interest to those in the early stages of their career or those who are out of practice and need to update their skills. no prior knowledge or expertise are needed.,paid 
futurelearn-17,futurelearn,universiti malaya,unlocking the secrets of the chinese language,https://www.futurelearn.com/courses/unlocking-the-secrets-of-the-chinese-language,course,master the basics of mandarin pronunciation and greetings to begin unlocking the secrets of the chinese language.,none,none,none,none,2 weeks,pronounce and read hanyu pinyin correctly. - demonstrate the ability to understand and speak simple chinese sentences correctly in conversations.,this course is designed for complete beginners with no prior knowledge of mandarin chinese.,paid 
futurelearn-18,futurelearn,nhs leadership academy  &amp; london race strategy,core managers: championing disability positivity,https://www.futurelearn.com/courses/core-managers-increasing-disability-positivity,course,understand the definition and impact of disability to better support celebrate and advocate for your disabled colleagues.,none,none,none,none,4 weeks,describe disability including visible and invisible disabilities - explain the social model of disability - discuss why it is important for managers to promote disability positivity - describe your role as manager in building disability positivity in your workplace culture - explain what reasonable adjustments are,this course is designed for all managers and supervisors working in healthcare facilities.,paid 
futurelearn-19,futurelearn,the university of adelaide,critical evaluation in data science: data the world and you,https://www.futurelearn.com/courses/critical-evaluation-in-data-science,course,gain the crucial skills and techniques to understand and evaluate the data you are presented with in everyday life.,none,none,none,none,6 weeks,explain how data is created and collected in surveys. - explain common ways errors can be introduced into surveys and data collection practices. - identify some common ways statistics can be used to mislead people. - describe some common problems that can arise in research studies that impact research accuracy.,this course is designed for anyone interested in critically interpreting data and developing their data literacy skills.,paid 
futurelearn-20,futurelearn,wellcome connecting science,eukaryotic genome assembly: how to use blobtoolkit for quality assessment﻿,https://www.futurelearn.com/courses/eukaryotic-genome-assembly-how-to-use-blobtoolkit-for-quality-assessment,course,gain practical skills in using the blobtoolkit to assess the quality of a eukaryotic genome assembly and improve your research.,4.6,5,8,none,3 weeks,use blobtoolkit to assess the quality of genome assemblies - interpret different visual representations of genome assemblies - describe how to set up and interpret a new genome assembly - evaluate existing genome assemblies which have been shared by using the public blobtoolkit server - identify organisms / symbionts / contaminants using gc-coverage plots,this course is designed for those working with genome assembly.,free 
futurelearn-21,futurelearn,nhs england,safeguarding adults: level 3 training,https://www.futurelearn.com/courses/level-3-safeguarding-adults,course,learn how to ensure the successful safeguarding of adults with this on-demand training course from nhs england.,4.6,5,3823,intermediate,3 weeks,describe overall safeguarding best practice at level 3 - identify specific safeguarding services in your particular context - discuss the roles and responsibilities of interagency safeguarding - describe good practice in communication between healthcare agencies - discuss the role of communication between healthcare agencies when forming a care plan - explain the relationship between confidentiality and safeguarding - describe the characteristics of good safeguarding documentation - identify actions which follow from reflections on safeguarding best practice - summarise the role of supervision in safeguarding (level 3),this course is designed for registered healthcare professionals in england who are involved in assessing planning intervening and evaluating the needs of adults where there are safeguarding concerns.,paid 
futurelearn-22,futurelearn,chung yuan christian university (cycu),digital literacy: sustainable development in the information age,https://www.futurelearn.com/courses/digital-literacy-sustainable-development-in-the-information-age,course,gain key digital literacy skills to better understand the information you encounter and how you can contribute to sustainability.,none,none,none,none,7 weeks,develop basic understanding of information security and cyber security - create a safe password using different methods - identify the most common social engineering - develop basic understanding of the internet and social media - identify fake news - develop basic understanding of sustainable development goals - discuss the laws that are in place to protect us on the internet,this course is designed for anyone interested in digital literacy and sustainable development goals.,paid 
futurelearn-23,futurelearn,hanyang university,discovering korean music: the spectrum of sound,https://www.futurelearn.com/courses/discovering-korean-music-the-spectrum-of-sound,course,discover the genres and sounds of korean traditional music to understand the role music plays in korean culture and history.,none,none,none,none,6 weeks,develop a deeper connection to korean heritage through musical exploration - compare their own country's music with korean music to experience cultural diversity - identify and differentiate the unique emotions specific to korean music,this course is designed for anyone who has an interest in musical history and ethnomusicology and/or in korean history culture and politics.,paid 
futurelearn-24,futurelearn,inceif,islamic banking: operationalisation of shariah,https://www.futurelearn.com/courses/understanding-islamic-banking-operationalisation-of-shariahah,course,understand the key principles and applications of shariah law in finance to prepare for careers in islamic banking.,none,none,none,none,4 weeks,identify shariah-compliant contracts employed in islamic deposit products - describe the unique features applications and adherence to shariah principles of financing products in islamic banking - discuss the legal frameworks and transactional documents prevalent in islamic banking - summarise the application of shariah principles within the operational processes of islamic banking,this course is designed for anyone wanting to adopt shariah compliant practice in their work or personal finances.,paid 
futurelearn-25,futurelearn,european university institute (eui),cultural diplomacy,https://www.futurelearn.com/courses/cultural-diplomacy,course,get an introduction to cultural diplomacy learning what it means how it works and its importance in today's polarised world.,4.5,5,70,introductory,3 weeks,explain relevant terms and notions such as those of soft power cultural cooperation and public diplomacy - discuss current geopolitical and economic contexts and the role that cultural diplomacy plays in the g8 and in the g20 world - identify the main actors involved in cultural diplomacy today - explore the nascent eu strategy of cultural diplomacy - assess specific examples where cultural diplomacy has worked and examples where it has not,this course is an introduction to cultural diplomacy for people working in foreign policy public policy arts culture and heritage.,paid 
futurelearn-26,futurelearn,the university of the west indies,gender climate justice and food systems resilience,https://www.futurelearn.com/courses/gender-climate-justice-and-food-systems-resilience,course,explore the intersections of gender equality and environmental issues to promote climate justice and food system resilience.,none,none,none,none,2 weeks,explore the impact of gender injustices and climate change on food system resilience - explain key elements of climate justice including food justice - compare types of responses to build food resilience globally - analyse the role of women in climate mitigation and resilience - apply a gender transformative approach to the effects of climate change on food system resilience. - assess the gender transformative capability of climate change mitigation approaches to address food system resilience.,this course is designed for anyone interested in learning more about the interconnections of gender studies climate justice and food systems resilience.,paid 
futurelearn-27,futurelearn,dublin city university,irish 108: an introduction to irish language and culture,https://www.futurelearn.com/courses/irish-language-8,course,build on your existing knowledge of the irish language and culture; cover topics like giving directions and making arrangements.,4.9,5,41,introductory,4 weeks,engage with the irish language through culture - develop skills in sentence construction and broaden your understanding of grammar - discuss and give information about specific locations directions and movements - explore irish mythology poetry music and song - describe and make arrangements to meet others - engage in conversation with regard to asking a person for a favour or giving permission - reflect on elements of grammar and sentence construction covered during the course - apply knowledge regarding the topics covered in practical tasks,this course is for learners all over the world including the irish diaspora and non-natives with an enthusiasm for irish culture. it would be valuable to indigenous learners who wish to recap their language skills or learn from scratch.,paid 
futurelearn-28,futurelearn,dublin city university,irish 202: irish language and culture for adults,https://www.futurelearn.com/courses/irish-202-irish-language-and-culture-for-adults,course,develop your ability to speak and write in the irish language and learn more about traditional irish culture and mythology.,4.9,5,40,intermediate,4 weeks,describe one’s daily schedule in irish including house work and daily responsibilities. - discuss one’s education and qualifications. - describe one’s occupation in irish. - talk about one’s ideal job in irish. - engage with pieces of spoken and written irish based on the themes of the course. - compose short written tasks using set phrases relating to specific topics covered in the course. - express orally information and opinions in irish relating to the themes of the course. - learn different aspects of irish grammar in context. - engage with elements of irish culture and mythology through storytelling music literature and song.,this course is for adult elementary language learners working towards an intermediate level of irish and anyone who wants to continue to learn the basics of irish and the culture associated with it.,paid 
futurelearn-29,futurelearn,inceif,islamic finance: using cash waqf as a socio-financial tool,https://www.futurelearn.com/courses/islamic-finance-using-cash-waqf-as-a-socio-financial-tool,course,delve into the principles applications and societal impacts of cash waqf – a vital tool in islamic finance.,none,none,none,none,3 weeks,explain the concept of waqf its historical and cultural significance and its role in supporting various sectors within muslim societies. - explore different waqf models including cash waqf waqf share model waqf mutual fund model and deposit cash waqf product model understanding their structures mechanisms and social impacts. - apply the principles and guidelines governing the establishment and management of waqf. - evaluate the social impact of waqf initiatives in different countries assessing their contributions to education healthcare poverty alleviation community development and other sectors and propose strategies for enhancing their effectiveness.,this course is designed for students shareholders of corporations and islamic banks and anyone interested in cash waqf.,paid 
futurelearn-30,futurelearn,national yang ming chiao tung university,mandarin chinese in motion: chinese culture on tv,https://www.futurelearn.com/courses/mandarin-chinese-in-motion-chinese-culture-on-tv,course,boost your chinese language skills and your understanding of chinese culture as you delve into a popular taiwanese tv series.,none,none,none,none,4 weeks,features in mandarin chinese when tasting tea - a brief idea of the traditional and modern ways of drinking tea - a brief idea of traditional marriage in taiwan - how to make tea cuisine which was taught in the course,this course is designed for anyone interested in learning mandarin chinese.,paid 
futurelearn-31,futurelearn,museum of new zealand te papa tongarewa,new zealand history culture and conflict: a museum perspective,https://www.futurelearn.com/courses/new-zealand-culture-and-conflict-a-museum-perspective,course,discover the social history of aotearoa new zealand learning how the country’s bicultural national consciousness was formed.,4.6,5,40,none,3 weeks,describe ways that early pacific navigators made it to new zealand shores - summarise some māori ways of tracking the year and seasons - summarise key events and conflicts in new zealand’s social history including the treaty of waitangi - compare how new zealand colonial/indigenous relationships may differ from those in other nations - engage with museum based cultural education in new zealand,this course is designed for anyone with an interest in the pacific region museums science history culture or the arts.,paid 
futurelearn-32,futurelearn,university of york,pathways to success: making the most of your time at university,https://www.futurelearn.com/courses/pathways-to-success-making-the-most-of-your-time-at-university,course,discover tips guidance and new opportunities to help you thrive at university and prepare for life afterwards.,none,none,none,none,2 weeks,assess the importance of proactive engagement in the learning process and its impact on personal growth and achievement. - identify strategies to make the most of educational opportunities and resources available to you whilst studying at university. - engage in discussion with peers and experts to share insights perspectives and strategies for maximising learning and career potential. - reflect on personal experiences and challenges to develop adaptability in navigating the student journey.,this course is designed for all current and prospective students of uk universities.,paid 
futurelearn-33,futurelearn,uk health security agency,santé en prison : vaccinations pour les personnes travaillant et vivant en prison (personnel non formé à la vaccination),https://www.futurelearn.com/courses/prison-health-vaccinations-for-people-working-and-living-in-prisons-non-vaccine-trained-staff-french,course,understand vaccination and why it is crucial for protecting the health of people living and working in prisons.,none,none,none,none,2 weeks,développer une compréhension des maladies évitables par la vaccination qui sont les plus courantes dans les prisons - appliquer des exemples à des conversations réelles avec des personnes vivant en prison afin d'aborder la question des vaccinations. - découvrez pourquoi le contexte carcéral peut rendre les personnes travaillant et vivant en prison plus vulnérables aux maladies infectieuses et comment les vaccins peuvent contribuer à atténuer ce risque. - prendre part à des discussions et à des conversations sur les vaccins en toute confiance - identifier les attitudes courantes à l'égard de la vaccination et y remédier de manière appropriée.,this course is designed for staff working in prisons who have not received training about vaccination.,paid 
futurelearn-34,futurelearn,inceif,accounting 101,https://www.futurelearn.com/courses/accounting-101,course,master the fundamentals of financial accounting to build skills and knowledge for your finance career.,none,none,none,none,3 weeks,1.	identify the role and purpose of financial accounting in reporting financial information - 2.	discuss the key accounting principles - 3.	demonstrate the presentation of financial statements,this introductory course is designed for anyone interested in careers in finance and financial accounting.,paid 
futurelearn-35,futurelearn,federation university,designing play-based learning,https://www.futurelearn.com/courses/designing-play-based-learning,course,explore concepts of learning through play and use play-based learning to transform the learning journeys of young children.,none,none,none,none,2 weeks,design play spaces to facilitate safe and active learning for children. - develop play-based learning activities to use in the designed play spaces. - practice play-based learning activities.,this course is designed for anyone who interacts with young children in their personal or professional lives.,paid 
futurelearn-36,futurelearn,british council &amp; great campaign,study uk: preparing for work,https://www.futurelearn.com/courses/study-uk-preparing-for-work,course,get ready to search for and start a new job by identifying and building the employability skills needed to find your career path.,4.9,5,128,none,2 weeks,identify your strengths and use these to reflect on your career path - demonstrate a range of professional skills that can help you succeed in any workplace - develop an effective strategy to get the right job for you - collaborate network and communicate more proficiently with people from different cultural backgrounds and in different cultural contexts,the course is for international graduates of uk higher education entering into or returning to the employment market globally. they can have studied either in the uk or for a uk he qualification overseas via tne.,free 
futurelearn-37,futurelearn,deakin university,trauma neuro and shame awareness: best practice for professionals organisations and communities,https://www.futurelearn.com/courses/trauma-neuro-and-shame-awareness,course,learn how trauma and shame influence behaviour and how we can use this knowledge to reduce conflict and improve relationships.,none,none,none,none,4 weeks,describe the definitions and types of trauma - explain how trauma affects the brain - refelect on how trauma impacts people in stressful situations - investigate the intergenerational transfer of trauma - develop practical skills in creating environments that are shame sensitive and trauma-informed - identify the range of negative outcomes associated with adverse childhood experiences - explore how early attachment informs relationship patterns and regulation strategies.,this course is suitable for everyone but is designed specifically for professionals working in justice education and health and social care as well as business and management.,paid 
futurelearn-38,futurelearn,bsac,understanding penicillin allergy assessment and delabelling,https://www.futurelearn.com/courses/understanding-penicillin-allergy-assessment-and-delabelling,course,discover how to effectively manage patients with penicillin allergy labels to develop your career as a healthcare professional.,none,none,none,none,3 weeks,demonstrate the differences between allergy and intolerance - describe the mechanisms of true penicillin allergy - explain the consequences of penicillin allergy labels to patients healthcare systems and antimicrobial stewardship - identify how to assess and manage patients with a history of penicillin allergy - describe the key elements of a penicillin allergy-focused history - classify the allergy history into a risk category using a decision support tool - assess the appropriate management for a patient using a decision support tool - describe the roles of the 'specialist' and 'non-specialist' in penicillin allergy delabelling,this course is designed for non-allergist healthcare workers working in secondary care. this includes doctors pharmacists nurses physician assistants and dentists.,paid 
futurelearn-39,futurelearn,the university of edinburgh international primary care respiratory group (ipcrg) &amp; respire,chronic respiratory diseases (crd) in primary care settings,https://www.futurelearn.com/courses/chronic-respiratory-diseases-primary-care-settings,course,explore diagnosis and management of respiratory disease using case studies from low resource settings.,4.7,5,51,introductory,5 weeks,understand the physical psychological and social impact of chronic respiratory diseases on the individual their family and community - demonstrate improved skills in the diagnosis and management of asthma copd and other chronic respiratory disease in children and adults - demonstrate improved skills in communicating and supporting patients with asthma copd and other crds to live with their condition (often in the context of multi-morbidity) - assess how to adapt advice to the local context taking account of the global variation in access to care and treatment and workforce - assess how to individualise the management of care in terms of affordability and availability of resources,this course is designed for those working within or those with an interest in diagnosis and management of respiratory care/primary care in resource-constrained countries.,paid 
futurelearn-40,futurelearn,taipei medical university,global health security: policies and organisations,https://www.futurelearn.com/courses/global-health-security,course,learn about global health security and how international health policies and organisations help protect public health.,none,none,none,none,4 weeks,describe the history of international health regulations. - explore global health organizations what they are for and what they are doing. - explain what pip framework is and how it contribute to global health. - summarise the current global health security threat and how to face them.,this course is designed for anyone interested in understanding and fostering global health security.,paid 
futurelearn-41,futurelearn,film distributors' association,how to read a film,https://www.futurelearn.com/courses/reading-a-film,course,delve into the devices used to create meaning in film as you gain a deeper understanding of what we see on screen.,4.7,5,30,introductory,5 weeks,apply your learning to a range of film extracts. - compare the different ways in which filmmakers convey meaning on screen - reflect on the ways in which film stories are constructed. - develop a of critical thinking aesthetic appreciation and production of knowledge by analysing and interpreting films. - explore identify and interpret the meaning of camera angles sound and mise-en-scène using film extracts. - discuss the genre of a film and interpret and evaluate its use. - investigate important elements of the narrative of selected film extracts (e.g. characters conflict narrative story plot key scenes - compare the function and effect of different narrative forms and structures. - describe important rules of shot composition and their effects. - evaluate the importance and impact of individual elements of the mise-en-scène and their interaction in various settings and sequences - identify and interpret the acoustic design of a film - reflect on the particular importance of editing as a fundamental filmmaking element through close-reading of film sequences - debate the various issues surrounding the idea of film viewing and spectatorship.,this course is designed for anyone interested in films.,paid 
futurelearn-42,futurelearn,uea (university of east anglia),interview skills for university nursing programme applicants,https://www.futurelearn.com/courses/interview-skills-for-university-nursing-programme-applicants,course,develop a toolkit of skills and techniques to ace your interview for nursing degrees and programmes.,none,none,none,none,1 week,explain the specific purposes of nursing course interviews - identify the skills and qualities required for a career in nursing - explore recognised standards and frameworks to develop your knowledge of the nursing profession - describe the concept of professional integrity and how it applies to nursing - compare examples of good interview responses and those which require improvement - create effective responses to interview questions which highlight your strengths and demonstrate your suitability for a nursing programme,this course is designed for anyone interested in applying for or who has an interview scheduled for a university nursing programme.,paid 
futurelearn-43,futurelearn,university of groningen,introduction to dutch,https://www.futurelearn.com/courses/dutch,course,learn to speak write and understand basic dutch with this free three-week introductory foreign language course.,4.8,5,439,introductory,3 weeks,apply basic dutch vocabulary and grammar in a range of everyday situations - produce short written statements in dutch about every day life - discuss simple concepts situations and needs in dutch,this course is aimed at people with no prior knowledge of the dutch language who have a strong interest in learning languages. it will give you a taste of language skills that will help you to survive in dutch-speaking countries. the main focus will be on receptive skills like reading and listening. it will be taught in english.,paid 
futurelearn-44,futurelearn,eit food &amp; queen's university belfast,introduction to food science,https://www.futurelearn.com/courses/an-introduction-to-food-science,course,discover the fascinating world of food science and feel empowered to make safe healthy and sustainable food choices.,4.5,5,49,none,4 weeks,demonstrate knowledge and understanding of the term food integrity - explore ethical and sustainability issues surrounding food production - assess how the consumer is protected by legislation - explain how food can become contaminated by biological chemical or physical hazards - identify the role of the consumer in ensuring food safety and becoming change agents in the transition towards a smart inclusive and trusted food system - reflect on the work organisations are doing in relation to food safety e.g. efsa,this course is designed for anyone interested in food and looking for reliable information on how to make safer healthier and more sustainable food choices.,free 
futurelearn-45,futurelearn,dublin city university,irish 107: an introduction to irish language and culture,https://www.futurelearn.com/courses/irish-language-7,course,continue on your irish language journey and explore conversational themes and gain new insights into irish culture and language.,4.9,5,40,intermediate,4 weeks,engage with the irish language through culture - describe different parts of the body - discuss a persons personality demeanour and physical attributes - develop skills in sentence construction and broaden your understanding of grammar - explore irish mythology poetry music and song - discuss topics asking where a person is going on holiday and what they did there - identify and engage with vocabulary related to the weather - explain and discuss aspects regarding the themes of shopping and clothes using phrases and new vocabulary,this course would suit learners from all over the world including the irish diaspora and non-natives with an enthusiasm for irish culture. it would also be of value to indigenous learners who wish to recap their language skills or to those who have completed a complete beginners course and wish to move on to the next level.,paid 
futurelearn-46,futurelearn,dublin city university,irish 201: an introduction to irish language and culture,https://www.futurelearn.com/courses/irish-201-an-introduction-to-irish-language-and-culture,course,learn about the rich culture found in the irish language while developing your spoken reading listening and writing skills.,4.9,5,30,introductory,4 weeks,describe one’s personal background in irish such as place of birth nationality name age and home address - discuss one’s local area and place of residence - describe one’s family in irish - discuss one’s accommodation in irish - engage with pieces of spoken and written irish based on the themes of the course - produce short written tasks using set phrases relating to specific topics covered in the course - develop confidence to express information and opinions in irish relating to the themes of the course - explore different aspects of irish grammar in context - engage with elements of irish culture and mythology through storytelling music literature and song,this course is for adult elementary language learners working towards an intermediate level of irish and anyone who wants to continue to learn the basics of irish and the culture associated with it.,paid 
